name|translation|question|answer
10November_2010_Wednesday_tagesschau-6805|heute nacht werte zwischen fünf und minus ein grad am tag dann vier grad im vogtland und elf grad am niederrhein|Wie viel Grad wird es heute Nacht und wie viel Grad wird es tagsüber im Vogtland sein?|Heute Nacht werden es zwischen fünf und minus ein Grad, tagsüber im Vogtland vier Grad.
10November_2010_Wednesday_tagesschau-6806|die aussichten am freitag droht vor allem dem norden ein herbststurm mit schweren sturmböen örtlich auch orkanartigen böen|Was droht am Freitag dem Norden?|Ein Herbststurm mit schweren Sturmböen.
10November_2010_Wednesday_tagesschau-6807|ganz im süden regnet es für längere zeit|Wie lange regnet es ganz im Süden?|Es regnet für längere Zeit.
10November_2010_Wednesday_tagesschau-6808|am samstag ist es im süden freundlich sonst immer wieder regen und wind am sonntag weiterhin unbeständiges wetter|Was wird am Sonntag im Süden für das Wetter erwartet?|Am Sonntag wird weiter unbeständiges Wetter mit Regen und Wind erwartet.
13December_2009_Sunday_tagesschau-6809|und nun die wettervorhersage für morgen montag den vierzehnten dezember|Wann ist die Wettervorhersage, die erwähnt wird?|Für morgen, Montag, den vierzehnten Dezember.
13December_2009_Sunday_tagesschau-6810|ein kleines tief über polen macht sich morgen im norden und osten deutschlands bemerkbar|Wann wird das kleine Tief über Polen im Norden und Osten Deutschlands bemerkbar?|Morgen.
13December_2009_Sunday_tagesschau-6811|sonst überwiegt schwacher hochdruckeinfluss dabei bleibt es winterlich kalt|Was passiert, wenn der schwache Hochdruckeinfluss überwiegt?|Es bleibt winterlich kalt.
13December_2009_Sunday_tagesschau-6812|in der nacht schneit es richtung süden und nordosten stellenweise leicht an der ostsee kann auch regen mit dabei sein sonst bleibt es meist trocken|Was passiert in der Nacht an der Ostsee?|In der Nacht schneit es leicht und kann teilweise Regen geben.
13December_2009_Sunday_tagesschau-6813|am tag ist es im norden und osten meist stark bewölkt|Wann ist es im Norden und Osten meist stark bewölkt?|Tagsüber.
13December_2009_Sunday_tagesschau-6814|örtlich schneit es ein wenig an der see auch regen|Wo schneit es und wo regnet es laut dem Satz?|Es schneit örtlich an der See und es regnet dort auch.
13December_2009_Sunday_tagesschau-6815|im übrigen land ist es weitgehend trocken und zum teil auch freundlich|Wie ist das Wetter im übrigen Land im Vergleich zu anderen Regionen?|Es ist weitgehend trocken und zum Teil auch freundlich.
13December_2009_Sunday_tagesschau-6816|der wind weht schwach bis mäßig in der südhälfte mitunter stark böiger wind|Wie stark weht der Wind in der südhälfte?|Der Wind weht schwach bis mäßig, mitunter stark böig.
13December_2009_Sunday_tagesschau-6817|heute nacht null grad an der ostsee und bis minus zwölf grad wo es an den alpen aufklart|Wie kalt wird es heute Nacht an der Ostsee und in den Alpen?|Heute Nacht wird es an der Ostsee null Grad und in den Alpen bis minus zwölf Grad.
13December_2009_Sunday_tagesschau-6818|am tag minus fünf grad am alpenrand und bis plus drei grad an der kieler bucht|Welche Temperaturen erwarten wir am Tag an den Alpenrand und an der Kieler Bucht?|Am Alpenrand minus fünf Grad und an der Kieler Bucht plus drei Grad.
13December_2009_Sunday_tagesschau-6819|am dienstag ist es neben wolken teilweise freundlich ganz im norden schneit oder regnet es etwas|Was wird am Dienstag im Norden erwartet?|Im Norden schneit oder regnet es etwas.
13December_2009_Sunday_tagesschau-6820|am mittwoch teils sonne teils dichte wolken im norden und im südosten schneit es stellenweise etwas|Welche Wetterbedingungen sind am Mittwoch im Norden und im Südosten zu erwarten?|Im Norden teils Sonne teils dichte Wolken, im Südosten schneit es stellenweise etwas.
13December_2009_Sunday_tagesschau-6821|auch am donnerstag liegen die wolken unterschiedlich dicht beieinander|An welchem Tag liegen die Wolken unterschiedlich dicht beieinander?|Am Donnerstag.
18February_2011_Friday_tagesschau-6823|und nun die wettervorhersage für morgen samstag den neunzehnten februar|Wann ist die Wettervorhersage, die erwähnt wird?|Für morgen, Samstag den neunzehnten Februar.
18February_2011_Friday_tagesschau-6826|das tief über dem atlantik bringt dem westen und süden dann am sonntag gebietsweise regen oder schnee|Wann bringt das Tief dem Westen und Süden Regen oder Schnee?|Am Sonntag.
18February_2011_Friday_tagesschau-6827|heute nacht bleibt es meist wolkenverhangen oder neblig trüb im osten und südosten fällt örtlich etwas schnee oder regen|Was wird heute Nacht im Osten und Südosten erwartet?|Es wird meist wolkenverhangen oder neblig trüb sein, mit örtlichem Schnee oder Regen.
18February_2011_Friday_tagesschau-6828|vorsicht glätte|Was bedeutet vorsicht glätte in Bezug auf die Wetterbedingungen?|Es bedeutet, dass es rutschig ist und man vorsichtig sein sollte, weil es Glätte gibt.
18February_2011_Friday_tagesschau-6829|auch am tag verbreitet trübe in norddeutschland sowie am alpenrand kann sich am ehesten mal die sonne blicken lassen|Wann kann sich die Sonne in Norddeutschland und am Alpenrand am ehesten zeigen?|Auch am Tag.
18February_2011_Friday_tagesschau-6830|vor allem richtung osten fällt stellenweise ein wenig regen oder schnee|Was fällt vor allem Richtung Osten?|Stellenweise ein wenig Regen oder Schnee.
18February_2011_Friday_tagesschau-6831|morgen weht der wind schwach im norden mäßig und an den küsten auch frisch aus ost bis nordost|Welche Windbedingungen sind morgen im Norden zu erwarten?|Morgen wird der Wind im Norden schwach und mäßig wehen.
18February_2011_Friday_tagesschau-6832|entlang des rheins heute nacht ein bis zwei plusgrade sonst verbreitet frost in vorpommern bis minus sechs grad|Was wird heute Nacht entlang des Rheins erwartet?|Ein bis zwei Plusgrade.
18February_2011_Friday_tagesschau-6833|dort morgen weiterhin frostige minus zwei im breisgau bis plus acht grad|Was wird morgen im Breisgau für Temperaturen erwartet?|Morgen werden frostige minus zwei bis plus acht Grad im Breisgau erwartet.
18February_2011_Friday_tagesschau-6834|am sonntag viele wolken oder nebelfelder im westen und südwesten fällt gebietsweise regen oder schnee|Was wird am Sonntag im Westen und Südwesten erwartet?|Am Sonntag werden viele Wolken oder Nebelfelder sowie gebietsweise Regen oder Schnee erwartet.
18February_2011_Friday_tagesschau-6835|in der neuen woche erstmal ähnliches wetter aber die sonne hat zumindest in einigen regionen etwas bessere chancen|Welches Wetter wird in der neuen Woche erwartet?|Ähnliches Wetter wie zuvor, aber die Sonne hat in einigen Regionen bessere Chancen.
06December_2011_Tuesday_tagesschau-6836|und nun die wettervorhersage für morgen mittwoch den siebten dezember|An welchem Datum bezieht sich die Wettervorhersage?|Auf den siebten Dezember.
06December_2011_Tuesday_tagesschau-6837|tiefausläufer sorgen weiter für sehr windiges und wechselhaftes wetter|Was sorgen tiefausläufer weiterhin für das Wetter?|Sie sorgen für sehr windiges und wechselhaftes Wetter.
06December_2011_Tuesday_tagesschau-6838|dabei fließt mal mildere mal kältere luft heran|Welche Art von Luft fließt heran?|Mal mildere, mal kältere Luft fließt heran.
06December_2011_Tuesday_tagesschau-6839|und so steigt und sind auch die schneefallgrenze in den nächsten tagen|Was passiert mit der Schneefallgrenze in den nächsten Tagen?|Sie steigt.
06December_2011_Tuesday_tagesschau-6840|heute nacht fällt erst an den alpen schnee in küstennähe einzelne schauer später breitet sich von westen regen aus|Wann fällt der Schnee in den Alpen?|Heute Nacht.
06December_2011_Tuesday_tagesschau-6841|richtung osten ist zunächst noch schnee dabei|Was ist zu Beginn in Richtung Osten vorhanden?|Zu Beginn ist Schnee vorhanden.
06December_2011_Tuesday_tagesschau-6843|von westen lockert es später auf aber es gibt noch schauer vor allem im nordwesten örtlich mit graupel oder blitz und donner|Wann wird es von Westen auflockern?|Es wird später auflockern.
06December_2011_Tuesday_tagesschau-6844|der südwestwind bläst oft frisch und dreht morgen auf west|Wann dreht der Südwestwind auf West?|Morgen.
06December_2011_Tuesday_tagesschau-6845|verbreitet gibt es stürmische böen bei schauern auch schwere sturmböen auf den bergen zum teil orkanböen|Wann treten die schweren Sturmböen auf den Bergen auf?|Sie treten während der Schauern auf.
06December_2011_Tuesday_tagesschau-6846|im osten und süden heute nacht örtlich leichter frost im breisgau bis plus vier grad|Was wird heute Nacht im Osten und Süden erwartet?|Leichter Frost und Temperaturen bis plus vier Grad im Breisgau.
06December_2011_Tuesday_tagesschau-6847|dort morgen zehn sonst werte zwischen ein und acht grad|Wann wird die Temperatur zwischen ein und acht Grad sein?|Morgen.
06December_2011_Tuesday_tagesschau-6848|es bleibt sehr windig dabei am donnerstag erst recht freundlich bevor von westen wieder regen heranzieht|Was passiert am Donnerstag, bevor der Regen von Westen heranzieht?|Am Donnerstag bleibt es sehr windig und es ist freundlich.
06December_2011_Tuesday_tagesschau-6850|der fällt am samstag in kälterer luft zum teil wieder bis in tiefere lagen|Wann fällt es in kälterer Luft zum Teil wieder bis in tiefere Lagen?|Am Samstag.
10May_2010_Monday_tagesschau-6851|und nun die wettervorhersage für morgen dienstag den elften mai|Wann ist die Wettervorhersage angesagt?|Für morgen, Dienstag, den elften Mai.
10May_2010_Monday_tagesschau-6852|das tief das sich von spanien bis ins südliche mitteleuropa erstreckt weitet sich morgen weiter nach norden aus|Wann wird sich das Tief weiter nach Norden ausweiten?|Morgen.
10May_2010_Monday_tagesschau-6853|die folge unbeständiges wetter in weiten teilen deutschlands|Welche Wetterbedingungen werden in weiten Teilen Deutschlands beschrieben?|Unbeständiges Wetter.
10May_2010_Monday_tagesschau-6855|am tag regnet es im nordwesten gebietsweise kräftig sonst neben etwas sonne einige schauer in der südhälfte gewitter die in bayern teilweise kräftig ausfallen|Was wird während des Tages im Nordwesten erwartet?|Es wird gebietsweise kräftiger Regen erwartet.
10May_2010_Monday_tagesschau-6856|im nordosten bleibt es trocken|Was bleibt im Nordosten trocken?|Es bleibt trocken.
10May_2010_Monday_tagesschau-6857|bei gewittern sind sturmböen möglich sonst weht der wind schwach in der nordhälfte weht er schwach bis mäßig|Was passiert bei Gewittern bezüglich der Sturmwinde?|Bei Gewittern sind Sturmböen möglich.
10May_2010_Monday_tagesschau-6858|heute nacht neun bis drei grad im norden frost bis minus ein grad|Welche Temperaturen werden heute Nacht im Norden erwartet?|Neun bis drei Grad, Frost bis minus ein Grad.
10May_2010_Monday_tagesschau-6859|am tag sieben grad in der eifel wo es länger regnet im südosten bis zweiundzwanzig grad|Wie hoch ist die Temperatur am Tag in der Eifel?|Sieben Grad.
10May_2010_Monday_tagesschau-6860|am mittwoch hier und da regen im südosten auch gewitter am donnerstag ebenfalls unbeständiges wetter vor allem im süden und im osten regnet es mancherorts|Welches Wetter wird am Donnerstag im Süden und Osten erwartet?|Am Donnerstag wird unbeständiges Wetter erwartet, mit Regen mancherorts.
10May_2010_Monday_tagesschau-6861|am freitag mal sonne mal wolken mal regen im südosten einzelne gewitter|Was für ein Wetter wird am Freitag im Südosten erwartet?|Am Freitag wird wechselhaftes Wetter mit Sonne, Wolken, Regen und vereinzelten Gewittern erwartet.
06July_2011_Wednesday_tagesschau-6862|und nun die wettervorhersage für morgen donnerstag den siebenten juli|An welchem Tag wird die Wettervorhersage gemacht?|Am Donnerstag, den siebenten Juli.
06July_2011_Wednesday_tagesschau-6863|in den nordwesten deutschlands strömt in den kommenden tagen mäßig warme luft in die übrigen landesteile warme luft|Welche Art von Luft wird in den kommenden Tagen in den nordwesten Deutschlands strömen?|Mäßig warme Luft.
06July_2011_Wednesday_tagesschau-6864|in der nacht fallen noch einzelne schauer im nordosten sind stellenweise noch kräftige gewitter dabei es gelten warnungen des deutschen wetterdienstes|Welche Wetterbedingungen sind in der Nacht im Nordosten zu erwarten?|In der Nacht fallen einzelne Schauer und es gibt stellenweise kräftige Gewitter.
06July_2011_Wednesday_tagesschau-6866|am tag ist es recht freundlich hier und da sind auch dichtere wolken unterwegs die im nordwesten örtlich schauer bringen|Was passiert im Nordwesten während des Tages?|Im Nordwesten bringen dichte Wolken örtlich Schauer.
06July_2011_Wednesday_tagesschau-6867|im süden einzelne heftige gewitter ehe am abend von südwesten kräftige regenfälle und gewitter aufkommen|Was wird im Süden vorhergesagt, bevor die Regenfälle und Gewitter am Abend auftreten?|Im Süden werden zunächst einzelne heftige Gewitter vorhergesagt.
06July_2011_Wednesday_tagesschau-6868|der wind weht schwach bis mäßig bei schauern und gewittern teilweise starke böen|Wie ist der Wind während der Schauer und Gewitter?|Der Wind weht schwach bis mäßig und hat teilweise starke Böen.
06July_2011_Wednesday_tagesschau-6869|heute nacht siebzehn grad im berliner raum acht grad im sauerland|Wie hoch ist die Temperatur heute Nacht im Berliner Raum?|Heute Nacht ist die Temperatur im Berliner Raum siebzehn Grad.
06July_2011_Wednesday_tagesschau-6871|am freitag im osten und südosten noch gewitterschauer die abziehen sonst auch mal freundliche abschnitte und nur einzelne schauer|Welche Wetterbedingungen gibt es am Freitag im Osten und Südosten?|Am Freitag gibt es Gewitterschauer, die abziehen, und auch freundliche Abschnitte mit einzelnen Schauern.
06July_2011_Wednesday_tagesschau-6872|am samstag sonne wolken örtlich schauer in der südosthälfte teilweise heftige gewitter|Was wird am Samstag in der Südosthälfte erwartet?|Am Samstag werden Sonne, Wolken und örtlich heftige Gewitter erwartet.
06July_2011_Wednesday_tagesschau-6873|ähnliches wetter dann auch am sonntag|Wann wird das ähnliche Wetter auftreten?|Am Sonntag.
08November_2010_Monday_heute-6876|sturm regen schnee und den sturm lassen wir über westeuropa vor allem zwischen irland und frankreich da tobt er nämlich|Wo tobt der Sturm zwischen Irland und Frankreich?|Über Westeuropa.
08November_2010_Monday_heute-6877|den regen ja der kommt auch bis zu uns in den westen und der schnee der fällt vor allen dingen in skandinavien|Wo wird der Schnee hauptsächlich fallen?|Der Schnee fällt vor allen Dingen in Skandinavien.
08November_2010_Monday_heute-6878|also heute nacht es hat ja schon angefangen zu regnen im westen wird es weiter regnen|Wann hat es begonnen zu regnen?|Heute Nacht.
08November_2010_Monday_heute-6879|auch an den küsten tröpfelt es ein bisschen und wir haben noch diese starken böen aus osten an der nordseeküste|Was passiert derzeit an den Küsten laut dem Satz?|Es tröpfelt ein bisschen und es gibt starke Böen aus Osten.
08November_2010_Monday_heute-6880|sonst wird es neblig und eben auch klar das heißt es wird zum teil frostig im norden im osten und auch im süden ansonsten im westen sind es morgen früh drei bis fünf grad|Was wird morgen früh im Westen erwartet?|Im Westen sind es morgen früh drei bis fünf Grad.
